"OracIeID","Name","Contract_Status","Size","Stage","Temperature","Sales_SVP","Contract_Start","Contract_end","Recovery_Center","Total_MRR","MRP_MRR","ARS_MRR","RS_MRR","MS_MRR","CS_MRR","OTHER_MRR","SME","RSAName","Overall_Temp","Engagement_status","Comments","Supervisor","TAM"
"","HCL AMERICA INC. - Becton Dickson","1","2","2","","","","","","","","","","","","","","Venkatesh Iyer","Green","","","SITA0199",""
